Zeit;Kanal A;Kanal B
(ms);(V);(V)

1,60158808;1,03795516;1,14480805
1,61751608;1,03795516;1,11011314
1,63344408;1,03795516;1,07541835
1,64937208;1,03795516;1,02337599
1,66530008;1,03795516;0,97133368
1,68122808;1,03795516;0,95398623
1,69715608;1,03795516;0,95398623
1,71308408;1,03795516;0,97133368
1,72901207;1,03795516;1,02337599
1,74494007;1,03795516;1,05807090
1,76086807;1,03795516;1,09276569
1,77679607;1,03795516;1,11011314
1,79272407;1,03795516;1,11011314
1,80865207;1,03795516;1,09276569
1,82458007;1,03795516;1,05807090
1,84050807;1,03795516;1,00602853
1,85643607;1,03795516;0,98868108
1,87236406;1,03795516;0,97133368
1,88829206;1,03795516;0,97133368
1,90422006;1,03795516;1,00602853
1,92014806;1,03795516;1,02337599
1,93607606;1,03795516;1,05807090
1,95200406;1,03795516;1,09276569
1,96793206;1,03795516;1,09276569
1,98386006;1,02036166;1,09276569
1,99978806;1,03795516;1,07541835
2,01571605;1,03795516;1,04072344
2,03164405;1,03795516;1,02337599
2,04757205;1,03795516;0,98868108
2,06350005;1,03795516;0,98868108
2,07942805;1,03795516;0,98868108
2,09535605;1,03795516;1,02337599
2,11128405;1,03795516;1,04072344
2,12721205;1,03795516;1,05807090
2,14314005;1,03795516;1,07541835
2,15906804;1,03795516;1,07541835
2,17499604;1,03795516;1,07541835
2,19092404;1,03795516;1,05807090
2,20685204;1,03795516;1,04072344
2,22278004;1,03795516;1,02337599
2,23870804;1,03795516;1,00602853
2,25463604;1,03795516;1,00602853
2,27056404;1,03795516;1,00602853
2,28649204;1,03795516;1,02337599
2,30242004;1,03795516;1,04072344
2,31834803;1,03795516;1,05807090
2,33427603;1,03795516;1,07541835
2,35020403;1,03795516;1,07541835
2,36613203;1,03795516;1,05807090
2,38206003;1,03795516;1,05807090
2,39798803;1,03795516;1,04072344
2,41391603;1,03795516;1,02337599
2,42984403;1,03795516;1,00602853
2,44577203;1,03795516;1,00602853
2,46170002;1,03795516;1,02337599
2,47762802;1,03795516;1,04072344
2,49355602;1,03795516;1,04072344
2,50948402;1,03795516;1,05807090
2,52541202;1,03795516;1,05807090
2,54134002;1,03795516;1,05807090
2,55726802;1,03795516;1,05807090
2,57319602;1,03795516;1,04072344
2,58912402;1,03795516;1,04072344
2,60505201;1,03795516;1,02337599
2,62098001;1,03795516;1,02337599
2,63690801;1,03795516;1,02337599
2,65283601;1,03795516;1,02337599
2,66876401;1,03795516;1,04072344
2,68469201;1,03795516;1,04072344
2,70062001;1,03795516;1,05807090
2,71654801;1,03795516;1,05807090
2,73247601;1,03795516;1,05807090
2,74840400;1,03795516;1,04072344
2,76433200;1,03795516;1,04072344
2,78026000;1,03795516;1,02337599
2,79618800;1,03795516;1,02337599
2,81211600;1,03795516;1,02337599
2,82804400;1,03795516;1,02337599
2,84397200;1,03795516;1,02337599
2,85990000;1,03795516;1,04072344
2,87582800;1,03795516;1,04072344
2,89175599;1,03795516;1,05807090
2,90768399;1,03795516;1,05807090
2,92361199;1,03795516;1,05807090
2,93953999;1,03795516;1,04072344
2,95546799;1,03795516;1,04072344
2,97139599;1,03795516;1,02337599
2,98732399;1,02036166;1,04072344
3,00325199;1,03795516;1,02337599
3,01917999;1,03795516;1,02337599
3,03510798;1,03795516;1,04072344
3,05103598;1,03795516;1,04072344
3,06696398;1,03795516;1,04072344
3,08289198;1,03795516;1,05807090
3,09881998;1,03795516;1,04072344
3,11474798;1,03795516;1,04072344
3,13067598;1,03795516;1,04072344
3,14660398;1,03795516;1,04072344
3,16253198;1,03795516;1,02337599
3,17845997;1,03795516;1,02337599
3,19438797;1,03795516;1,02337599
3,21031597;1,03795516;1,04072344
3,22624397;1,03795516;1,04072344
3,24217197;1,03795516;1,04072344
3,25809997;1,03795516;1,04072344
3,27402797;1,03795516;1,05807090
3,28995597;1,03795516;1,04072344
3,30588397;1,03795516;1,04072344
3,32181196;1,03795516;1,04072344
3,33773996;1,03795516;1,04072344
3,35366796;1,03795516;1,02337599
3,36959596;1,03795516;1,02337599
3,38552396;1,03795516;1,04072344
3,40145196;1,03795516;1,04072344
3,41737996;1,03795516;1,04072344
3,43330796;1,03795516;1,04072344
3,44923596;1,03795516;1,05807090
3,46516395;1,03795516;1,04072344
3,48109195;1,03795516;1,04072344
3,49701995;1,03795516;1,04072344
3,51294795;1,03795516;1,04072344
3,52887595;1,03795516;1,04072344
3,54480395;1,03795516;1,04072344
3,56073195;1,03795516;1,04072344
3,57665995;1,03795516;1,04072344
3,59258795;1,03795516;1,04072344
3,60851594;1,03795516;1,04072344
3,62444394;1,03795516;1,04072344
3,64037194;1,03795516;1,04072344
3,65629994;1,03795516;1,04072344
3,67222794;1,03795516;1,04072344
3,68815594;1,03795516;1,04072344
3,70408394;1,03795516;1,04072344
3,72001194;1,03795516;1,04072344
3,73593994;1,03795516;1,04072344
3,75186794;1,03795516;1,04072344
3,76779593;1,03795516;1,02337599
3,78372393;1,03795516;1,04072344
3,79965193;1,03795516;1,04072344
3,81557993;1,03795516;1,04072344
3,83150793;1,03795516;1,04072344
3,84743593;1,03795516;1,04072344
3,86336393;1,03795516;1,04072344
3,87929193;1,03795516;1,04072344
3,89521993;1,03795516;1,04072344
3,91114792;1,03795516;1,04072344
3,92707592;1,03795516;1,04072344
3,94300392;1,03795516;1,02337599
3,95893192;1,03795516;1,04072344
3,97485992;1,03795516;1,04072344
3,99078792;1,03795516;1,04072344
4,00671592;1,03795516;1,04072344
4,02264392;1,03795516;1,04072344
4,03857192;1,03795516;1,04072344
4,05449991;1,03795516;1,04072344
4,07042791;1,03795516;1,04072344
4,08635591;1,03795516;1,04072344
4,10228391;1,03795516;1,04072344
4,11821191;1,03795516;1,04072344
4,13413991;1,03795516;1,04072344
4,15006791;1,03795516;1,04072344
4,16599591;1,03795516;1,04072344
4,18192391;1,03795516;1,04072344
4,19785190;1,03795516;1,04072344
4,21377990;1,03795516;1,04072344
4,22970790;1,03795516;1,04072344
4,24563590;1,03795516;1,04072344
4,26156390;1,03795516;1,04072344
4,27749190;1,03795516;1,04072344
4,29341990;1,03795516;1,04072344
4,30934790;1,03795516;1,04072344
4,32527590;1,03795516;1,04072344
4,34120389;1,03795516;1,04072344
4,35713189;1,03795516;1,04072344
4,37305989;1,03795516;1,04072344
4,38898789;1,03795516;1,04072344
4,40491589;1,03795516;1,04072344
4,42084389;1,03795516;1,04072344
4,43677189;1,03795516;1,04072344
4,45269989;1,03795516;1,04072344
4,46862789;1,03795516;1,04072344
4,48455588;1,03795516;1,04072344
4,50048388;1,03795516;1,04072344
4,51641188;1,03795516;1,04072344
4,53233988;1,03795516;1,02337599
4,54826788;1,03795516;1,04072344
4,56419588;1,03795516;1,04072344
4,58012388;1,03795516;1,04072344
4,59605188;1,03795516;1,04072344
4,61197988;1,03795516;1,04072344
4,62790787;1,03795516;1,04072344
4,64383587;1,03795516;1,04072344
4,65976387;1,03795516;1,04072344
4,67569187;1,03795516;1,04072344
4,69161987;1,03795516;1,04072344
4,70754787;1,03795516;1,04072344
4,72347587;1,03795516;1,04072344
4,73940387;1,03795516;1,04072344
4,75533187;1,03795516;1,04072344
4,77125986;1,03795516;1,04072344
4,78718786;1,03795516;1,04072344
4,80311586;1,03795516;1,04072344
4,81904386;1,03795516;1,04072344
4,83497186;1,03795516;1,04072344
4,85089986;1,03795516;1,04072344
4,86682786;1,03795516;1,04072344
4,88275586;1,03795516;1,04072344
4,89868386;1,03795516;1,04072344
4,91461185;1,03795516;1,04072344
4,93053985;1,03795516;1,04072344
4,94646785;1,03795516;1,04072344
4,96239585;1,03795516;1,04072344
4,97832385;1,03795516;1,04072344
4,99425185;1,03795516;1,02337599
5,01017985;0,00000000;0,98868108
5,02610785;0,01753199;0,67648870
5,04203585;0,01753199;0,20810777
5,05796385;0,01753199;-0,31219241
5,07389184;0,01753199;-0,71118355
5,08981984;0,00000000;-0,90194392
5,10574784;0,00000000;-0,83255410
5,12167584;-0,01753199;-0,55505657
5,13760384;-0,01753199;-0,12137057
5,15353184;-0,01753199;0,32953987
5,16945984;0,00000000;0,65914124
5,18538784;0,00000000;0,79785925
5,20131584;0,00000000;0,71118355
5,21724383;0,01753199;0,43362451
5,23317183;0,01753199;0,05198081
5,24909983;0,00000000;-0,31219241
5,26502783;0,00000000;-0,58975148
5,28095583;0,00000000;-0,69383609
5,29688383;0,00000000;-0,58975148
5,31281183;-0,01753199;-0,32953987
5,32873983;0,00000000;0,00000000
5,34466783;-0,01753199;0,32953987
5,36059582;0,00000000;0,55505657
5,37652382;0,00000000;0,60709894
5,39245182;0,00000000;0,50301427
5,40837982;0,01753199;0,26015010
5,42430782;0,00000000;-0,05198081
5,44023582;0,00000000;-0,32953987
5,45616382;0,00000000;-0,48566684
5,47209182;0,00000000;-0,52036172
5,48801982;0,00000000;-0,39892963
5,50394781;0,00000000;-0,19076033
5,51987581;0,00000000;0,08667569
5,53580381;0,00000000;0,31219241
5,55173181;0,00000000;0,45097196
5,56765981;0,00000000;0,45097196
5,58358781;0,00000000;0,32953987
5,59951581;0,00000000;0,12137057
5,61544381;0,00000000;-0,10402313
5,63137181;0,00000000;-0,29484499
5,64729980;0,00000000;-0,39892963
5,66322780;0,00000000;-0,38158217
5,67915580;0,00000000;-0,26015010
5,69508380;0,00000000;-0,06932825
5,71101180;0,00000000;0,13871801
5,72693980;0,00000000;0,29484499
5,74286780;0,00000000;0,36423475
5,75879580;0,00000000;0,32953987
5,77472380;0,00000000;0,20810777
5,79065179;0,00000000;0,03463336
5,80657979;0,00000000;-0,13871801
5,82250779;0,00000000;-0,26015010
5,83843579;0,00000000;-0,31219241
5,85436379;0,00000000;-0,27749753
5,87029179;0,00000000;-0,15606545
5,88621979;0,00000000;0,00000000
5,90214779;0,00000000;0,13871801
5,91807579;0,00000000;0,24280265
5,93400378;0,00000000;0,27749753
5,94993178;0,00000000;0,22545521
5,96585978;0,00000000;0,12137057
5,98178778;0,00000000;-0,01728592
5,99771578;0,00000000;-0,15606545
6,01364378;0,00000000;-0,22545521
6,02957178;0,00000000;-0,24280265
6,04549978;0,00000000;-0,19076033
6,06142778;0,00000000;-0,08667569
6,07735577;0,00000000;0,03463336
6,09328377;0,00000000;0,13871801
6,10921177;0,00000000;0,20810777
6,12513977;0,00000000;0,20810777
6,14106777;0,00000000;0,15606545
6,15699577;0,00000000;0,05198081
6,17292377;0,00000000;-0,05198081
6,18885177;0,00000000;-0,13871801
6,20477977;0,00000000;-0,17341289
6,22070776;0,00000000;-0,17341289
6,23663576;0,00000000;-0,12137057
6,25256376;0,00000000;-0,03463336
6,26849176;0,00000000;0,06932825
6,28441976;0,00000000;0,13871801
6,30034776;0,00000000;0,17341289
6,31627576;0,00000000;0,15606545
6,33220376;0,00000000;0,08667569
6,34813176;0,00000000;0,01728592
6,36405976;0,00000000;-0,06932825
6,37998775;0,00000000;-0,12137057
6,39591575;0,00000000;-0,13871801
6,41184375;0,00000000;-0,12137057
6,42777175;0,00000000;-0,06932825
6,44369975;0,00000000;0,00000000
6,45962775;0,00000000;0,06932825
6,47555575;0,00000000;0,12137057
6,49148375;0,00000000;0,12137057
6,50741175;0,00000000;0,10402313
6,52333974;0,00000000;0,05198081
6,53926774;0,00000000;-0,01728592
6,55519574;0,00000000;-0,06932825
6,57112374;0,00000000;-0,10402313
6,58705174;0,00000000;-0,10402313
6,60297974;0,00000000;-0,08667569
6,61890774;0,00000000;-0,03463336
6,63483574;0,00000000;0,01728592
6,65076374;0,00000000;0,06932825
6,66669173;0,00000000;0,08667569
6,68261973;0,00000000;0,08667569
6,69854773;0,00000000;0,06932825
6,71447573;0,00000000;0,01728592
6,73040373;0,00000000;-0,03463336
6,74633173;0,00000000;-0,06932825
6,76225973;0,00000000;-0,08667569
6,77818773;0,00000000;-0,06932825
6,79411573;0,00000000;-0,05198081
6,81004372;0,00000000;0,00000000
6,82597172;0,00000000;0,03463336
6,84189972;0,00000000;0,06932825
6,85782772;0,00000000;0,06932825
6,87375572;0,00000000;0,06932825
6,88968372;0,00000000;0,03463336
6,90561172;0,00000000;0,00000000
6,92153972;0,00000000;-0,03463336
6,93746772;0,00000000;-0,05198081
6,95339571;0,00000000;-0,06932825
6,96932371;0,00000000;-0,05198081
6,98525171;0,00000000;-0,01728592
7,00117971;0,00000000;0,00000000
7,01710771;0,00000000;0,03463336
7,03303571;0,00000000;0,05198081
7,04896371;0,00000000;0,05198081
7,06489171;0,00000000;0,03463336
7,08081971;0,00000000;0,01728592
7,09674770;0,00000000;-0,01728592
7,11267570;0,00000000;-0,03463336
7,12860370;0,00000000;-0,05198081
7,14453170;0,00000000;-0,05198081
7,16045970;0,00000000;-0,03463336
7,17638770;0,00000000;-0,01728592
7,19231570;0,00000000;0,01728592
7,20824370;0,00000000;0,03463336
7,22417170;0,00000000;0,05198081
7,24009969;0,00000000;0,03463336
7,25602769;0,00000000;0,03463336
7,27195569;0,00000000;0,01728592
7,28788369;0,00000000;-0,01728592
7,30381169;0,00000000;-0,03463336
7,31973969;0,00000000;-0,03463336
7,33566769;0,00000000;-0,03463336
7,35159569;0,00000000;-0,01728592
7,36752369;0,00000000;0,00000000
7,38345168;0,00000000;0,01728592
7,39937968;0,00000000;0,03463336
7,41530768;0,00000000;0,03463336
7,43123568;0,00000000;0,03463336
7,44716368;0,00000000;0,01728592
7,46309168;0,00000000;0,00000000
7,47901968;0,00000000;-0,01728592
7,49494768;0,00000000;-0,01728592
7,51087568;0,00000000;-0,03463336
7,52680367;0,00000000;-0,03463336
7,54273167;0,00000000;-0,01728592
7,55865967;0,00000000;0,00000000
7,57458767;0,00000000;0,01728592
7,59051567;0,00000000;0,01728592
7,60644367;0,00000000;0,03463336
7,62237167;0,00000000;0,01728592
7,63829967;0,00000000;0,01728592
7,65422767;0,00000000;0,00000000
7,67015567;0,00000000;-0,01728592
7,68608366;0,00000000;-0,01728592
7,70201166;0,00000000;-0,01728592
7,71793966;0,00000000;-0,01728592
7,73386766;0,00000000;0,00000000
7,74979566;0,00000000;0,00000000
7,76572366;0,00000000;0,01728592
7,78165166;0,00000000;0,01728592
7,79757966;0,00000000;0,01728592
7,81350766;0,00000000;0,01728592
7,82943565;0,00000000;0,00000000
7,84536365;0,00000000;0,00000000
7,86129165;0,00000000;-0,01728592
7,87721965;0,00000000;-0,01728592
7,89314765;0,00000000;-0,01728592
7,90907565;0,00000000;-0,01728592
7,92500365;0,00000000;0,00000000
7,94093165;0,00000000;0,01728592
7,95685965;0,00000000;0,01728592
7,97278764;0,00000000;0,01728592
7,98871564;0,00000000;0,01728592
8,00464364;0,00000000;0,01728592
8,02057164;0,00000000;0,00000000
8,03649964;0,00000000;0,00000000
8,05242764;0,00000000;-0,01728592
8,06835564;0,00000000;0,00000000
8,08428364;0,00000000;-0,01728592
8,10021164;0,00000000;0,00000000
8,11613963;0,00000000;0,00000000
8,13206763;0,00000000;0,01728592
8,14799563;0,00000000;0,01728592
8,16392363;0,00000000;0,01728592
8,17985163;0,00000000;0,01728592
8,19577963;0,00000000;0,00000000
8,21170763;0,00000000;0,00000000
8,22763563;0,00000000;0,00000000
8,24356363;0,00000000;-0,01728592
8,25949162;0,00000000;0,00000000
8,27541962;0,00000000;0,00000000
8,29134762;0,00000000;0,00000000
8,30727562;0,00000000;0,01728592
8,32320362;0,00000000;0,01728592
8,33913162;0,00000000;0,01728592
8,35505962;0,00000000;0,01728592
8,37098762;0,00000000;0,00000000
8,38691562;0,00000000;0,00000000
8,40284361;0,00000000;0,00000000
8,41877161;0,00000000;0,00000000
8,43469961;0,00000000;0,00000000
8,45062761;0,00000000;0,00000000
8,46655561;0,00000000;0,00000000
8,48248361;0,00000000;0,00000000
8,49841161;0,00000000;0,00000000
8,51433961;0,00000000;0,00000000
8,53026761;0,00000000;0,01728592
8,54619560;0,00000000;0,00000000
8,56212360;0,00000000;0,00000000
8,57805160;0,00000000;0,00000000
8,59397960;0,00000000;0,00000000
8,60990760;0,00000000;0,00000000
8,62583560;0,00000000;0,00000000
8,64176360;0,00000000;0,00000000
8,65769160;0,00000000;0,00000000
8,67361960;0,00000000;0,00000000
8,68954759;0,00000000;0,00000000
8,70547559;-0,01753199;0,01728592
8,72140359;0,00000000;0,00000000
8,73733159;0,00000000;0,00000000
8,75325959;0,00000000;0,00000000
8,76918759;0,00000000;0,00000000
8,78511559;0,00000000;0,00000000
8,80104359;0,00000000;0,00000000
8,81697159;0,00000000;0,00000000
8,83289958;0,00000000;0,00000000
8,84882758;0,00000000;0,00000000
8,86475558;0,00000000;0,00000000
8,88068358;0,00000000;0,00000000
8,89661158;0,00000000;0,00000000
8,91253958;0,00000000;0,00000000
8,92846758;0,00000000;0,00000000
8,94439558;0,00000000;0,00000000
8,96032358;0,00000000;0,00000000
8,97625157;0,00000000;0,00000000
8,99217957;0,00000000;0,00000000
9,00810757;0,00000000;0,00000000
9,02403557;0,00000000;0,01728592
9,03996357;0,00000000;0,00000000
9,05589157;0,00000000;0,00000000
9,07181957;0,00000000;0,00000000
9,08774757;0,00000000;0,01728592
9,10367557;0,00000000;0,00000000
9,11960357;0,00000000;0,00000000
9,13553156;0,00000000;0,00000000
9,15145956;0,00000000;0,00000000
9,16738756;0,00000000;0,00000000
9,18331556;0,00000000;0,00000000
9,19924356;0,00000000;0,00000000
9,21517156;0,00000000;0,00000000
9,23109956;0,00000000;0,00000000
9,24702756;0,00000000;0,00000000
9,26295556;0,00000000;0,00000000
9,27888355;0,00000000;0,00000000
9,29481155;0,00000000;0,00000000
9,31073955;0,00000000;0,00000000
9,32666755;0,00000000;0,00000000
9,34259555;0,00000000;0,00000000
9,35852355;0,00000000;0,00000000
9,37445155;0,00000000;0,00000000
9,39037955;0,00000000;0,00000000
9,40630755;0,00000000;0,00000000
9,42223554;0,00000000;0,00000000
9,43816354;0,00000000;0,00000000
9,45409154;0,00000000;0,00000000
9,47001954;0,00000000;0,00000000
9,48594754;0,00000000;0,00000000
9,50187554;0,00000000;0,00000000
9,51780354;0,00000000;0,00000000
9,53373154;0,00000000;0,00000000
9,54965954;0,00000000;0,00000000
9,56558753;0,00000000;0,00000000
9,58151553;0,00000000;0,00000000
9,59744353;0,00000000;0,00000000
9,61337153;0,00000000;0,00000000
9,62929953;0,00000000;0,00000000
9,64522753;0,00000000;0,00000000
9,66115553;0,00000000;0,00000000
9,67708353;0,00000000;0,00000000
9,69301153;0,00000000;0,00000000
9,70893952;0,00000000;0,00000000
9,72486752;0,00000000;0,00000000
9,74079552;0,00000000;0,00000000
9,75672352;0,00000000;0,00000000
9,77265152;0,00000000;0,00000000
9,78857952;0,00000000;0,00000000
9,80450752;0,00000000;0,01728592
9,82043552;0,00000000;0,00000000
9,83636352;0,00000000;0,00000000
9,85229151;0,00000000;0,00000000
9,86821951;0,00000000;0,00000000
9,88414751;0,00000000;0,00000000
9,90007551;0,00000000;0,00000000
9,91600351;0,00000000;0,00000000
9,93193151;0,00000000;0,00000000
9,94785951;0,00000000;0,01728592
9,96378751;0,00000000;0,00000000
9,97971551;0,00000000;0,00000000
9,99564350;0,00000000;0,00000000
10,01157150;1,02036166;0,08667569
10,02749950;1,02036166;0,39892963
10,04342750;1,02036166;0,88459647
