Zeit;Kanal A
(ms);(mV)

-25,00868326;9,80099583
-25,00368326;9,33347607
-24,99868326;10,73449707
-24,99368326;8,86749458
-24,98868326;9,80099583
-24,98368326;10,26697731
-24,97868326;9,80099583
-24,97368326;9,80099583
-24,96868326;10,26697731
-24,96368326;10,26697731
-24,95868326;10,73449707
-24,95368326;10,73449707
-24,94868326;10,73449707
-24,94368326;14,00098324
-24,93868326;11,20047951
-24,93368326;11,20047951
-24,92868326;11,66799831
-24,92368326;13,06748199
-24,91868326;12,60150051
-24,91368326;12,13398075
-24,90868326;12,13398075
-24,90368326;12,60150051
-24,89868326;12,13398075
-24,89368327;12,60150051
-24,88868327;12,60150051
-24,88368327;11,66799831
-24,87868327;12,13398075
-24,87368327;12,13398075
-24,86868327;11,66799831
-24,86368327;11,66799831
-24,85868327;11,66799831
-24,85368327;11,66799831
-24,84868327;11,66799831
-24,84368327;12,13398075
-24,83868327;12,13398075
-24,83368327;12,13398075
-24,82868327;11,20047951
-24,82368327;11,66799831
-24,81868327;12,13398075
-24,81368327;12,13398075
-24,80868327;13,06748199
-24,80368327;11,66799831
-24,79868327;11,66799831
-24,79368327;-0,46598175
-24,78868327;12,13398075
-24,78368327;11,20047951
-24,77868327;11,66799831
-24,77368327;12,60150051
-24,76868327;12,13398075
-24,76368327;12,60150051
-24,75868327;12,60150051
-24,75368327;13,06748199
-24,74868327;13,06748199
-24,74368327;12,60150051
-24,73868327;12,60150051
-24,73368327;13,06748199
-24,72868327;13,06748199
-24,72368327;13,53500175
-24,71868327;13,53500175
-24,71368327;13,53500175
-24,70868327;13,53500175
-24,70368327;14,00098324
-24,69868327;14,00098324
-24,69368327;14,46850300
-24,68868327;14,46850300
-24,68368327;14,46850300
-24,67868327;14,00098324
-24,67368327;14,93448448
-24,66868327;15,40046692
-24,66368327;14,93448448
-24,65868327;15,86798668
-24,65368327;15,86798668
-24,64868327;16,80148888
-24,64368327;16,80148888
-24,63868327;15,40046692
-24,63368327;16,80148888
-24,62868327;16,80148888
