Zeit;Kanal A
(ms);(mV)

-22,32499912;-3,26648593
-22,31999912;-2,33298445
-22,31499912;-3,26648593
-22,30999912;-3,73246789
-22,30499912;-3,26648593
-22,29999912;-2,79896641
-22,29499912;-3,26648593
-22,28999912;-2,79896641
-22,28499912;-3,26648593
-22,27999912;-1,39948320
-22,27499912;-2,79896641
-22,26999912;-3,73246789
-22,26499912;-4,19998741
-22,25999912;-4,66596889
-22,25499912;-4,19998741
-22,24999912;-5,13348866
-22,24499912;-4,66596889
-22,23999912;-3,73246789
-22,23499912;-4,19998741
-22,22999912;-2,79896641
-22,22499912;-2,33298445
-22,21999912;-0,93196350
-22,21499912;0,00000000
-22,20999912;0,93196350
-22,20499912;2,79896641
-22,19999912;3,73246789
-22,19499912;4,19998741
-22,18999912;4,66596889
-22,18499912;5,59947062
-22,17999912;5,13348866
-22,17499912;6,06699038
-22,16999912;5,13348866
-22,16499912;5,13348866
-22,15999912;4,66596889
-22,15499912;3,26648593
-22,14999912;2,79896641
-22,14499912;2,33298445
-22,13999912;1,39948320
-22,13499912;0,93196350
-22,12999912;0,00000000
-22,12499912;0,93196350
-22,11999912;-0,93196350
-22,11499912;0,93196350
-22,10999912;0,00000000
-22,10499913;0,46598175
-22,09999913;0,93196350
-22,09499913;1,86546493
-22,08999913;2,33298445
-22,08499913;2,79896641
-22,07999913;3,26648593
-22,07499913;2,79896641
-22,06999913;3,73246789
-22,06499913;3,26648593
-22,05999913;5,13348866
-22,05499913;5,59947062
-22,04999913;7,00049162
-22,04499913;7,00049162
-22,03999913;7,00049162
-22,03499913;6,06699038
-22,02999913;7,46647358
-22,02499913;7,93399334
-22,01999913;7,93399334
-22,01499913;8,39997482
-22,00999913;8,39997482
-22,00499913;7,93399334
-21,99999913;7,93399334
-21,99499913;8,39997482
-21,98999913;8,39997482
-21,98499913;8,86749458
-21,97999913;9,80099583
-21,97499913;8,86749458
-21,96999913;9,33347607
-21,96499913;9,33347607
-21,95999913;9,80099583
-21,95499913;10,73449707
-21,94999913;9,80099583
-21,94499913;10,26697731
-21,93999913;11,20047951
-21,93499913;10,26697731
-21,92999913;11,66799831
-21,92499913;15,40046692
-21,91999913;12,13398075
-21,91499913;12,60150051
-21,90999913;13,06748199
-21,90499913;13,53500175
-21,89999913;14,00098324
-21,89499913;14,00098324
-21,88999913;13,06748199
-21,88499913;13,06748199
-21,87999913;14,00098324
-21,87499913;13,06748199
-21,86999913;12,13398075
-21,86499913;11,66799831
-21,85999913;11,66799831
-21,85499913;11,20047951
-21,84999913;10,73449707
-21,84499913;9,80099583
-21,83999913;9,80099583
-21,83499913;8,86749458
-21,82999913;7,93399334
-21,82499913;7,46647358
-21,81999913;7,00049162
-21,81499913;7,00049162
-21,80999913;7,00049162
-21,80499913;6,53297186
-21,79999913;6,06699038
-21,79499913;7,00049162
-21,78999913;6,53297186
-21,78499913;6,53297186
-21,77999913;6,53297186
-21,77499913;6,06699038
-21,76999913;6,53297186
-21,76499913;6,06699038
-21,75999913;7,00049162
-21,75499913;7,93399334
-21,74999913;7,00049162
-21,74499913;7,93399334
-21,73999913;7,00049162
-21,73499913;7,00049162
-21,72999913;7,46647358
-21,72499913;7,00049162
-21,71999913;6,53297186
-21,71499913;6,53297186
-21,70999914;6,53297186
-21,70499914;6,06699038
-21,69999914;6,06699038
-21,69499914;6,06699038
-21,68999914;5,59947062
-21,68499914;5,13348866
-21,67999914;5,13348866
-21,67499914;4,66596889
-21,66999914;4,66596889
-21,66499914;4,66596889
-21,65999914;3,73246789
-21,65499914;4,19998741
-21,64999914;4,19998741
-21,64499914;4,19998741
-21,63999914;3,73246789
-21,63499914;3,73246789
-21,62999914;3,73246789
-21,62499914;4,19998741
-21,61999914;3,73246789
-21,61499914;3,26648593
-21,60999914;4,66596889
-21,60499914;4,19998741
-21,59999914;4,19998741
-21,59499914;4,66596889
-21,58999914;4,66596889
-21,58499914;5,13348866
-21,57999914;5,13348866
-21,57499914;6,53297186
-21,56999914;5,59947062
-21,56499914;6,06699038
-21,55999914;6,06699038
-21,55499914;6,53297186
-21,54999914;6,53297186
-21,54499914;7,00049162
-21,53999914;7,00049162
-21,53499914;7,93399334
-21,52999914;7,93399334
-21,52499914;8,39997482
-21,51999914;8,39997482
-21,51499914;8,86749458
-21,50999914;8,86749458
-21,50499914;8,39997482
-21,49999914;9,33347607
-21,49499914;9,80099583
-21,48999914;9,80099583
-21,48499914;9,80099583
-21,47999914;9,80099583
-21,47499914;10,26697731
-21,46999914;10,73449707
-21,46499914;8,86749458
-21,45999914;11,20047951
-21,45499914;11,20047951
-21,44999914;12,13398075
-21,44499914;11,20047951
-21,43999914;11,20047951
-21,43499914;12,13398075
-21,42999914;12,13398075
-21,42499914;12,13398075
-21,41999914;12,13398075
-21,41499914;13,06748199
-21,40999914;12,13398075
-21,40499914;12,60150051
-21,39999914;11,66799831
-21,39499914;10,73449707
-21,38999914;11,20047951
-21,38499914;10,26697731
-21,37999914;10,26697731
-21,37499914;8,86749458
-21,36999914;9,33347607
-21,36499914;8,86749458
-21,35999914;7,93399334
-21,35499914;7,46647358
-21,34999914;7,00049162
-21,34499914;6,06699038
-21,33999914;6,53297186
-21,33499914;6,53297186
-21,32999914;7,46647358
-21,32499914;5,59947062
-21,31999914;6,06699038
-21,31499915;5,59947062
-21,30999915;6,06699038
-21,30499915;5,59947062
-21,29999915;6,06699038
-21,29499915;5,59947062
-21,28999915;6,06699038
-21,28499915;6,06699038
-21,27999915;6,53297186
-21,27499915;4,66596889
-21,26999915;4,66596889
-21,26499915;2,79896641
-21,25999915;3,73246789
-21,25499915;2,79896641
-21,24999915;1,39948320
-21,24499915;2,79896641
-21,23999915;2,33298445
-21,23499915;2,33298445
-21,22999915;1,86546493
-21,22499915;1,39948320
-21,21999915;0,93196350
-21,21499915;0,46598175
-21,20999915;0,93196350
-21,20499915;0,00000000
-21,19999915;0,00000000
-21,19499915;-0,46598175
-21,18999915;0,00000000
-21,18499915;-0,93196350
-21,17999915;-1,39948320
-21,17499915;-1,39948320
-21,16999915;-2,33298445
-21,16499915;-3,73246789
-21,15999915;-2,79896641
-21,15499915;-4,66596889
-21,14999915;-5,13348866
